Category,content rating,count,avg_installs,avg_rating
TOOLS,Unrated,1,50000.0,4.1
TOOLS,Teen,5,1.200402E7,4.5
TOOLS,Mature 17+,2,2550.0,3.7
TOOLS,Everyone,835,1.3643948162E7,4.045
