Category,content rating,count,avg_installs,avg_rating
EDUCATION,Teen,1,1000000.0,4.8
EDUCATION,Mature 17+,3,683333.333,4.167
EDUCATION,Everyone 10+,8,7750000.0,4.488
EDUCATION,Everyone,144,5600013.889,4.385
