Category,content rating,count,avg_installs,avg_rating
BUSINESS,Teen,13,7917.692,4.3
BUSINESS,Mature 17+,1,5.0,
BUSINESS,Everyone 10+,1,100.0,
BUSINESS,Everyone,445,2251262.539,4.119
