Category,content rating,count,avg_installs,avg_rating
PRODUCTIVITY,Teen,9,1111347.222,4.05
PRODUCTIVITY,Mature 17+,1,1000.0,4.6
PRODUCTIVITY,Everyone 10+,1,5000.0,3.6
PRODUCTIVITY,Everyone,413,3.430044369E7,4.213
