Category,content rating,count,avg_installs,avg_rating
NEWS_AND_MAGAZINES,Teen,34,1.21815003235E8,4.216
NEWS_AND_MAGAZINES,Mature 17+,14,1.10251072143E8,4.308
NEWS_AND_MAGAZINES,Everyone 10+,66,2.581904697E7,4.08
NEWS_AND_MAGAZINES,Everyone,169,633346.391,4.12
