Category,content rating,count,avg_installs,avg_rating
LIFESTYLE,Teen,23,385992.217,4.417
LIFESTYLE,Mature 17+,9,1.2512888889E7,4.256
LIFESTYLE,Everyone 10+,5,2040200.0,3.84
LIFESTYLE,Everyone,345,1176662.951,4.074
