Category,content rating,count,avg_installs,avg_rating
HEALTH_AND_FITNESS,Teen,20,1360040.0,4.276
HEALTH_AND_FITNESS,Mature 17+,6,683500.0,4.417
HEALTH_AND_FITNESS,Everyone 10+,7,292872.857,3.983
HEALTH_AND_FITNESS,Everyone,307,5044692.515,4.281
