Category,content rating,count,avg_installs,avg_rating
VIDEO_PLAYERS,Teen,24,1.45673166667E8,4.088
VIDEO_PLAYERS,Mature 17+,3,3533333.333,3.65
VIDEO_PLAYERS,Everyone 10+,2,5050000.0,4.15
VIDEO_PLAYERS,Everyone,146,1.8528402192E7,4.064
