Category,content rating,count,avg_installs,avg_rating
ENTERTAINMENT,Teen,96,2.3635520833E7,4.1
ENTERTAINMENT,Mature 17+,9,5900000.0,4.2
ENTERTAINMENT,Everyone 10+,5,8200000.0,4.1
ENTERTAINMENT,Everyone,39,1.2975641026E7,4.177
