Category,content rating,count,avg_installs,avg_rating
PERSONALIZATION,Teen,56,1.5012612964E7,4.404
PERSONALIZATION,Mature 17+,9,191223.333,4.5
PERSONALIZATION,Everyone 10+,5,2502000.0,4.38
PERSONALIZATION,Everyone,322,4566948.59,4.323
