Category,content rating,count,avg_installs,avg_rating
MAPS_AND_NAVIGATION,Teen,2,2550000.0,4.4
MAPS_AND_NAVIGATION,Mature 17+,1,10000.0,2.7
MAPS_AND_NAVIGATION,Everyone 10+,1,100.0,
MAPS_AND_NAVIGATION,Everyone,132,5410392.348,4.054
