Category,content rating,count,avg_installs,avg_rating
GAME,Teen,331,1.1444146858E7,4.273
GAME,Mature 17+,74,1.4386786622E7,4.262
GAME,Everyone 10+,131,7.1983664504E7,4.347
GAME,Everyone,608,3.4216331488E7,4.283
