Category,content rating,count,avg_installs,avg_rating
COMMUNICATION,Teen,32,6.6706770313E7,4.321
COMMUNICATION,Mature 17+,10,3.8011001E7,4.311
COMMUNICATION,Everyone,345,8.7340723452E7,4.141
