Category,content rating,count,avg_installs,avg_rating
TRAVEL_AND_LOCAL,Teen,6,3600008.333,4.06
TRAVEL_AND_LOCAL,Mature 17+,1,1.0E7,4.6
TRAVEL_AND_LOCAL,Everyone,251,2.7240187633E7,4.108
