Category,content rating,count,avg_installs,avg_rating
SPORTS,Teen,16,8910100.0,4.14
SPORTS,Mature 17+,7,3857142.857,4.286
SPORTS,Everyone 10+,22,6843681.818,4.333
SPORTS,Everyone,338,4230922.775,4.217
SPORTS,Adults only 18+,1,1000000.0,4.5
