Category,content rating,count,avg_installs,avg_rating
ART_AND_DESIGN,Teen,3,2.0003333333E7,4.467
ART_AND_DESIGN,Everyone 10+,1,500000.0,4.7
ART_AND_DESIGN,Everyone,61,1046362.295,4.347
