Category,content rating,count,avg_installs,avg_rating
BEAUTY,Teen,3,83333.333,4.0
BEAUTY,Mature 17+,3,40000.0,4.5
BEAUTY,Everyone 10+,2,55000.0,
BEAUTY,Everyone,45,593712.222,4.287
