Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
PERSONALIZATION,Teen,56,1.5012612964E7,4.404,799792.464,1
PERSONALIZATION,Mature 17+,9,191223.333,4.5,1799.667,1
PERSONALIZATION,Everyone 10+,5,2502000.0,4.38,184199.8,1.1
PERSONALIZATION,Everyone,322,4566948.59,4.323,135467.596,1
