Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
WEATHER,Teen,2,300000.0,4.45,4413.5,12.2.7.3671
WEATHER,Mature 17+,1,1000000.0,4.7,20001.0,Varies with device
WEATHER,Everyone 10+,1,1.0E7,4.4,260137.0,3.8.1
WEATHER,Everyone,78,5314109.231,4.23,183535.513,Varies with device
