Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
PRODUCTIVITY,Teen,9,1111347.222,4.05,47466.556,Varies with device
PRODUCTIVITY,Mature 17+,1,1000.0,4.6,84.0,2.3.9
PRODUCTIVITY,Everyone 10+,1,5000.0,3.6,49.0,1.0.1
PRODUCTIVITY,Everyone,413,3.430044369E7,4.213,275277.586,Varies with device
