Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
TRAVEL_AND_LOCAL,Teen,6,3600008.333,4.06,148949.167,Varies with device
TRAVEL_AND_LOCAL,Mature 17+,1,1.0E7,4.6,751551.0,5.2.0 21127
TRAVEL_AND_LOCAL,Everyone,251,2.7240187633E7,4.108,242919.016,Varies with device
