Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
ART_AND_DESIGN,Teen,3,2.0003333333E7,4.467,86942.0,Varies with device
ART_AND_DESIGN,Everyone 10+,1,500000.0,4.7,7699.0,2.2.6.2
ART_AND_DESIGN,Everyone,61,1046362.295,4.347,23703.525,1
