Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
LIFESTYLE,Teen,23,385992.217,4.417,5843.783,3.8.0
LIFESTYLE,Mature 17+,9,1.2512888889E7,4.256,438662.778,Varies with device
LIFESTYLE,Everyone 10+,5,2040200.0,3.84,32505.6,5.2.4(881)
LIFESTYLE,Everyone,345,1176662.951,4.074,25037.345,1
