Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
SHOPPING,Teen,49,3.8082657143E7,4.34,1276705.122,Varies with device
SHOPPING,Mature 17+,3,5033333.333,4.267,179382.333,4.0.13
SHOPPING,Everyone,208,6570666.274,4.239,249733.288,Varies with device
