Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
HEALTH_AND_FITNESS,Teen,20,1360040.0,4.276,32419.0,Varies with device
HEALTH_AND_FITNESS,Mature 17+,6,683500.0,4.417,14804.5,6.5.3
HEALTH_AND_FITNESS,Everyone 10+,7,292872.857,3.983,1800.286,1.9
HEALTH_AND_FITNESS,Everyone,307,5044692.515,4.281,120981.84,Varies with device
