Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
VIDEO_PLAYERS,Teen,24,1.45673166667E8,4.088,2910560.083,Varies with device
VIDEO_PLAYERS,Mature 17+,3,3533333.333,3.65,33589.333,4.0.7
VIDEO_PLAYERS,Everyone 10+,2,5050000.0,4.15,60208.5,1.5.4
VIDEO_PLAYERS,Everyone,146,1.8528402192E7,4.064,276065.486,Varies with device
