Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
COMMUNICATION,Teen,32,6.6706770313E7,4.321,2251970.0,Varies with device
COMMUNICATION,Mature 17+,10,3.8011001E7,4.311,1144954.7,Varies with device
COMMUNICATION,Everyone,345,8.7340723452E7,4.141,2121593.255,Varies with device
