Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
EVENTS,Teen,8,138388.75,4.543,2848.625,Varies with device
EVENTS,Everyone 10+,3,33700.0,4.5,1072.667,Varies with device
EVENTS,Everyone,53,278583.981,4.411,2547.377,1
