Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
FINANCE,Teen,5,222400.0,4.075,8670.2,2
FINANCE,Everyone,361,2425309.512,4.133,48496.889,Varies with device
