Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
DATING,Teen,12,169242.5,3.6,847.667,1
DATING,Mature 17+,201,1294786.075,3.976,35872.174,8.2
DATING,Everyone,21,96566.476,4.1,3371.381,1
