Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
SOCIAL,Teen,125,9.3483696168E7,4.302,4379743.704,Varies with device
SOCIAL,Mature 17+,67,2.6039119403E7,4.123,898882.701,Varies with device
SOCIAL,Everyone 10+,2,505000.0,4.1,11460.5,Varies with device
SOCIAL,Everyone,101,6324503.772,4.305,133914.822,1
