Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
BEAUTY,Teen,3,83333.333,4.0,1731.667,3.0.1
BEAUTY,Mature 17+,3,40000.0,4.5,193.333,2
BEAUTY,Everyone 10+,2,55000.0,,108.5,8
BEAUTY,Everyone,45,593712.222,4.287,8672.178,1
