Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
GAME,Teen,331,1.1444146858E7,4.273,556496.915,Varies with device
GAME,Mature 17+,74,1.4386786622E7,4.262,937666.703,Varies with device
GAME,Everyone 10+,131,7.1983664504E7,4.347,3871451.321,Varies with device
GAME,Everyone,608,3.4216331488E7,4.283,1356372.387,Varies with device
