Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
SPORTS,Teen,16,8910100.0,4.14,278416.063,Varies with device
SPORTS,Mature 17+,7,3857142.857,4.286,205850.714,Varies with device
SPORTS,Everyone 10+,22,6843681.818,4.333,230376.273,Varies with device
SPORTS,Everyone,338,4230922.775,4.217,176971.189,Varies with device
SPORTS,Adults only 18+,1,1000000.0,4.5,50017.0,3.21.324
