Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
EDUCATION,Teen,1,1000000.0,4.8,256079.0,2.2.4
EDUCATION,Mature 17+,3,683333.333,4.167,12217.333,Varies with device
EDUCATION,Everyone 10+,8,7750000.0,4.488,153753.875,3.2.5
EDUCATION,Everyone,144,5600013.889,4.385,264396.0,Varies with device
