Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
TOOLS,Unrated,1,50000.0,4.1,1186.0,1.3
TOOLS,Teen,5,1.200402E7,4.5,256684.4,2.2.1
TOOLS,Mature 17+,2,2550.0,3.7,21.5,2.1.2
TOOLS,Everyone,835,1.3643948162E7,4.045,325629.213,Varies with device
