Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
ENTERTAINMENT,Teen,96,2.3635520833E7,4.1,502765.24,Varies with device
ENTERTAINMENT,Mature 17+,9,5900000.0,4.2,89343.444,Varies with device
ENTERTAINMENT,Everyone 10+,5,8200000.0,4.1,102072.6,2.0.8
ENTERTAINMENT,Everyone,39,1.2975641026E7,4.177,246108.641,Varies with device
