Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
HOUSE_AND_HOME,Teen,2,255000.0,4.65,1391.5,2.0.6.9
HOUSE_AND_HOME,Everyone,86,1955842.57,4.185,46204.674,Varies with device
