Category,content rating,count,avg_installs,avg_rating,avg_reviews,version_mas_utilizada
FOOD_AND_DRINK,Teen,8,2137576.25,4.414,86607.625,Varies with device
FOOD_AND_DRINK,Everyone 10+,2,55000.0,4.3,797.0,1
FOOD_AND_DRINK,Everyone,117,2193915.735,4.147,69990.385,Varies with device
